"Time [ms]","Temp [C]"
10276560,19.38
10286715,19.38
10296870,19.38
10307024,19.38
10317179,19.38
10327334,19.38
10337489,19.38
10347644,19.41
10357798,19.38
10367953,19.38
10378108,19.38
10388263,19.38
10398417,19.41
10408572,19.38
10418727,19.41
10428882,19.41
10439036,19.41
10449191,19.41
10459346,19.45
10469501,19.41
10479655,19.41
10489810,19.41
10499965,19.45
10510120,19.45
10520274,19.45
10530429,19.45
10540584,19.45
10550739,19.45
10560894,19.45
10571048,19.45
10581203,19.45
10591358,19.48
10601513,19.45
10611667,19.45
10621822,19.48
10631977,19.48
10642132,19.48
10652286,19.48
10662441,19.48
10672596,19.48
10682751,19.48
10692905,19.48
10703060,19.51
10713215,19.48
10723370,19.51
10733524,19.51
10743679,19.48
10753834,19.51
10763989,19.51
10774143,19.51
10784298,19.51
10794453,19.51
10804608,19.55
10814763,19.51
10824917,19.51
10835072,19.55
10845227,19.51
10855382,19.51
10865536,19.51
10875691,19.55
10885846,19.55
10896001,19.55
10906155,19.55
10916310,19.55
10926465,19.55
10936620,19.55
10946774,19.55
10956929,19.58
10967084,19.55
10977239,19.58
10987393,19.58
10997548,19.58
11007703,19.58
11017858,19.58
11028012,19.58
11038167,19.58
11048322,19.58
11058477,19.58
11068632,19.58
11078786,19.62
11088941,19.62
11099096,19.62
11109251,19.58
11119405,19.58
11129560,19.62
11139715,19.62
11149870,19.62
11160024,19.62
11170179,19.62
11180334,19.62
11190489,19.62
11200643,19.62
11210798,19.65
11220953,19.65
11231108,19.65
11241262,19.62
11251417,19.65
11261572,19.65
11271727,19.62
11281882,19.62
11292036,19.65
11302191,19.65
11312346,19.65
11322501,19.65
11332655,19.68
11342810,19.65
11352965,19.65
11363120,19.65
11373274,19.68
11383429,19.65
11393584,19.68
11403739,19.68
11413893,19.65
11424048,19.68
11434203,19.68
11444358,19.68
11454512,19.68
11464667,19.68
11474822,19.68
11484977,19.68
11495132,19.72
11505286,19.68
11515441,19.72
11525596,19.68
11535751,19.68
11545905,19.72
11556060,19.72
11566215,19.72
11576371,19.72
11586524,19.72
11596679,19.72
11606835,19.72
11616990,19.72
11627143,19.75
11637299,19.72
11647454,19.75
11657609,19.72
11667763,19.75
11677918,19.72
11688073,19.75
11698228,19.75
11708383,19.75
11718537,19.75
11728692,19.75
11738847,19.72
11749002,19.75
11759156,19.75
11769311,19.75
11779466,19.78
11789621,19.75
11799775,19.75
11809930,19.75
11820085,19.75
11830240,19.78
11840394,19.78
11850549,19.75
11860704,19.75
11870859,19.78
11881013,19.78
11891168,19.78
11901323,19.78
11911478,19.78
11921632,19.78
11931787,19.78
11941942,19.78
11952097,19.82
11962251,19.78
11972406,19.78
11982561,19.82
11992716,19.82
12002871,19.78
12013025,19.78
12023180,19.82
12033335,19.78
12043490,19.82
12053644,19.82
12063799,19.78
12073954,19.82
12084109,19.82
12094263,19.82
12104418,19.82
12114573,19.82
12124728,19.82
12134882,19.82
12145037,19.85
12155192,19.85
12165347,19.82
12175501,19.82
12185656,19.85
12195811,19.85
12205966,19.85
12216121,19.85
12226275,19.85
12236430,19.85
12246585,19.85
12256740,19.85
12266894,19.85
12277049,19.85
12287204,19.85
12297359,19.85
12307513,19.85
12317668,19.85
12327823,19.89
12337978,19.85
12348132,19.85
12358287,19.89
12368442,19.89
12378597,19.89
12388751,19.89
12398906,19.89
12409061,19.89
12419216,19.89
12429370,19.89
12439525,19.89
12449680,19.89
12459835,19.89
12469989,19.92
12480144,19.92
12490299,19.89
12500454,19.92
12510609,19.89
12520763,19.92
12530918,19.92
12541073,19.89
12551228,19.92
12561382,19.92
12571537,19.92
12581692,19.92
12591847,19.92
12602001,19.89
12612156,19.92
12622311,19.89
12632466,19.92
12642620,19.92
12652775,19.92
12662930,19.95
12673085,19.92
12683239,19.92
12693394,19.92
12703549,19.92
12713704,19.92
12723859,19.92
12734013,19.92
12744168,19.92
12754323,19.95
12764478,19.95
12774632,19.92
12784787,19.95
12794942,19.95
12805097,19.95
12815251,19.95
12825406,19.95
12835561,19.95
12845716,19.95
12855870,19.95
12866025,19.95
12876180,19.99
12886335,19.95
12896489,19.99
12906644,19.99
12916799,19.99
12926954,19.95
12937109,19.99
12947263,19.95
12957418,19.99
12967573,19.99
12977728,19.99
12987882,19.99
12998037,19.99
13008192,19.99
13018347,19.99
13028501,19.99
13038656,19.99
13048811,19.99
13058966,19.99
13069120,20.02
13079275,19.99
13089430,20.02
13099585,20.02
13109739,20.02
13119894,19.99
13130049,20.02
13140204,20.02
13150358,19.99
13160513,19.99
13170668,20.02
13180823,20.02
13190977,20.02
13201132,20.02
13211287,20.02
13221442,20.02
13231596,20.02
13241751,20.02
13251906,20.02
13262061,20.02
13272216,20.02
13282370,20.06
13292525,20.02
13302680,20.02
13312835,20.02
13322989,20.02
13333144,20.02
13343299,20.06
13353454,20.06
13363608,20.06
13373763,20.06
13383918,20.06
13394073,20.02
13404227,20.06
13414382,20.06
13424537,20.06
13434692,20.06
13444846,20.06
13455001,20.06
13465156,20.06
13475311,20.06
13485465,20.06
13495620,20.06
13505775,20.06
13515930,20.06
13526084,20.06
13536239,20.06
13546394,20.06
13556549,20.06
13566703,20.09
13576858,20.09
13587013,20.09
13597168,20.06
13607322,20.09
13617477,20.09
13627632,20.09
13637787,20.09
13647941,20.09
13658096,20.09
13668251,20.09
13678406,20.09
13688560,20.09
13698715,20.09
13708870,20.09
13719025,20.09
13729179,20.09
13739334,20.09
13749489,20.09
13759644,20.09
13769798,20.12
13779953,20.09
13790108,20.09
13800263,20.09
13810417,20.12
13820572,20.12
13830727,20.12
13840882,20.09
13851037,20.12
13861191,20.09
13871346,20.09
13881501,20.12
13891656,20.12
13901810,20.12
13911965,20.12
13922120,20.12
13932275,20.12
13942429,20.12
13952584,20.12
13962739,20.12
13972894,20.12
13983048,20.12
13993203,20.12
14003358,20.12
14013513,20.12
14023667,20.12
14033822,20.16
14043977,20.12
14054132,20.12
14064286,20.16
14074441,20.12
14084596,20.16
14094751,20.12
14104906,20.16
14115060,20.16
14125215,20.16
14135370,20.16
14145525,20.16
14155679,20.12
14165834,20.16
14175989,20.16
14186144,20.16
14196298,20.16
14206453,20.16
14216608,20.16
14226763,20.16
14236917,20.16
14247072,20.16
14257227,20.16
14267382,20.16
14277537,20.19
